,Event Type,Event Created,Object Id,Id,IsDeleted,AccountId,IsPrivate,Name,Description,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,LastViewedDate,LastReferencedDate,SyncedQuoteId,ContractId,HasOpenActivity,HasOverdueTask,Bonus_Points_Used__c,Bonus_Points__c,DocumentLink_Record_Type__c,DocumentLink_Subject__c,DocumentLink__c,Online_Quote_URL__c,Quote_Status__c,Rollover_Points_Used__c,Tasks_Purchased_All_Orders__c,ID_SF_Migration_Opportunity__c,Points_Estimate__c,Contact__c,SBQQ__AmendedContract__c,Current_Point_Balance__c,Opportunity_ID__c,Project_Opportunity__c,Add_Contingency__c,Opportunity_Lookup__c,Points_assigned_to_Projects__c,Billing_Contact__c,Billing_Date__c,Contingency_Points__c,Contingency_Received__c,Delegated_Points_Received__c,Delegated_Points__c,Freeze_Period__c,Notes_for_Delegated_Points_Received__c,Notes_for_Delegated_Points__c,Percentage_Formula__c,Points_Logged__c,Points_Plan__c,Points_Purchased__c,Rollover_Points__c,SBQQ__Contracted__c,Two_Week__c,Un_Freeze_Date__c,Unassigned_Project_Points__c,SBQQ__CreateContractedPrices__c,SBQQ__OrderGroupID__c,SBQQ__Ordered__c,SBQQ__PrimaryQuote__c,SBQQ__QuotePricebookId__c,SBQQ__Renewal__c,SBQQ__RenewedContract__c,attributes.type,attributes.url,date,_id
242,updated,2022-05-26T19:56:39.663Z,0068Z00001WiUJbQAN,0068Z00001WiUJbQAN,False,0011U000024nTraQAE,False,Each Breath Counts- New Wordpress Website Design,,Proposal/Price Quote,4488.0,75.0,3366.0,4.0,2022-06-09,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-05-26T15:55:15.000+0000,0051U000006prvDQAQ,2022-05-26T19:56:39.000+0000,0051U000006prvDQAQ,2022-05-26T19:56:39.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiUJb,Presented,,0.0,,,0031U000021guxOQAQ,,,0068Z00001WiUJbQAN,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiUJbQAN,1653595000792.0,62e84ff10b93022bfa43cd31
243,updated,2022-05-26T19:56:56.669Z,0068Z00001WiUJbQAN,0068Z00001WiUJbQAN,False,0011U000024nTraQAE,False,Each Breath Counts- New Wordpress Website Design,,Proposal/Price Quote,5485.0,75.0,4113.75,5.0,2022-06-09,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-05-26T15:55:15.000+0000,0051U000006prvDQAQ,2022-05-26T19:56:56.000+0000,0051U000006prvDQAQ,2022-05-26T19:56:56.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiUJb,Presented,,0.0,,,0031U000021guxOQAQ,,,0068Z00001WiUJbQAN,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiUJbQAN,1653595017340.0,62e84ff10b93022bfa43cd32
244,updated,2022-05-26T19:56:56.667Z,0068Z00001WiUJbQAN,0068Z00001WiUJbQAN,False,0011U000024nTraQAE,False,Each Breath Counts- New Wordpress Website Design,,Proposal/Price Quote,5485.0,75.0,4113.75,5.0,2022-06-09,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-05-26T15:55:15.000+0000,0051U000006prvDQAQ,2022-05-26T19:56:56.000+0000,0051U000006prvDQAQ,2022-05-26T19:56:56.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiUJb,Presented,,0.0,,,0031U000021guxOQAQ,,,0068Z00001WiUJbQAN,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiUJbQAN,1653595017347.0,62e84ff10b93022bfa43cd33
245,updated,2022-05-26T19:57:09.600Z,0068Z00001WiUJbQAN,0068Z00001WiUJbQAN,False,0011U000024nTraQAE,False,Each Breath Counts- New Wordpress Website Design,,Proposal/Price Quote,6482.0,75.0,4861.5,6.0,2022-06-09,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-05-26T15:55:15.000+0000,0051U000006prvDQAQ,2022-05-26T19:57:09.000+0000,0051U000006prvDQAQ,2022-05-26T19:57:09.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiUJb,Presented,,0.0,,,0031U000021guxOQAQ,,,0068Z00001WiUJbQAN,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiUJbQAN,1653595030687.0,62e84ff10b93022bfa43cd34
246,updated,2022-05-26T19:57:09.603Z,0068Z00001WiUJbQAN,0068Z00001WiUJbQAN,False,0011U000024nTraQAE,False,Each Breath Counts- New Wordpress Website Design,,Proposal/Price Quote,6482.0,75.0,4861.5,6.0,2022-06-09,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-05-26T15:55:15.000+0000,0051U000006prvDQAQ,2022-05-26T19:57:09.000+0000,0051U000006prvDQAQ,2022-05-26T19:57:09.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiUJb,Presented,,0.0,,,0031U000021guxOQAQ,,,0068Z00001WiUJbQAN,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiUJbQAN,1653595030736.0,62e84ff10b93022bfa43cd35
247,created,2022-06-01T19:38:34.595Z,0068Z00001WitWzQAJ,0068Z00001WitWzQAJ,False,0018Z00002YgMsJQAV,False,Muze Marketing-,,Proposal/Price Quote,,100.0,,,2022-09-01,,,SS Landing Page,False,False,Pipeline,Pipeline,,False,,0051U000000i0GWQAY,2022-06-01T19:38:28.000+0000,0051U000000i0GWQAY,2022-06-01T19:38:33.000+0000,0051U000000i0GWQAY,2022-06-01T19:38:33.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WitWz,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001WitWzQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-92.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WitWzQAJ,1654112315598.0,62e84ff10b93022bfa43cd36
248,updated,2022-06-01T19:39:36.688Z,0068Z00001WitWzQAJ,0068Z00001WitWzQAJ,False,0018Z00002YgMsJQAV,False,Muze Marketing-,,Proposal/Price Quote,2897.0,100.0,2897.0,2.0,2022-09-01,,,SS Landing Page,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-06-01T19:38:28.000+0000,0051U000000i0GWQAY,2022-06-01T19:39:37.000+0000,0051U000000i0GWQAY,2022-06-01T19:39:37.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WitWz,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001WitWzQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-92.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WitWzQAJ,1654112378092.0,62e84ff10b93022bfa43cd37
249,updated,2022-06-01T19:39:37.390Z,0068Z00001WitWzQAJ,0068Z00001WitWzQAJ,False,0018Z00002YgMsJQAV,False,Muze Marketing-,,Closed Won,2897.0,100.0,2897.0,2.0,2022-06-01,,,SS Landing Page,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-06-01T19:38:28.000+0000,0051U000000i0GWQAY,2022-06-01T19:39:38.000+0000,0051U000000i0GWQAY,2022-06-01T19:39:38.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WitWz,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001WitWzQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WitWzQAJ,1654112378892.0,62e84ff10b93022bfa43cd38
250,updated,2022-06-01T19:39:37.388Z,0068Z00001WitWzQAJ,0068Z00001WitWzQAJ,False,0018Z00002YgMsJQAV,False,Muze Marketing-,,Closed Won,2897.0,100.0,2897.0,2.0,2022-06-01,,,SS Landing Page,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-06-01T19:38:28.000+0000,0051U000000i0GWQAY,2022-06-01T19:39:38.000+0000,0051U000000i0GWQAY,2022-06-01T19:39:38.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WitWz,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001WitWzQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WitWzQAJ,1654112379102.0,62e84ff10b93022bfa43cd39
251,updated,2022-06-01T19:39:38.360Z,0068Z00001WitWzQAJ,0068Z00001WitWzQAJ,False,0018Z00002YgMsJQAV,False,Muze Marketing-,,Closed Won,2897.0,100.0,2897.0,2.0,2022-06-01,,,SS Landing Page,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-06-01T19:38:28.000+0000,0051U000000i0GWQAY,2022-06-01T19:39:38.000+0000,0051U000000i0GWQAY,2022-06-01T19:39:38.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WitWz,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001WitWzQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WitWzQAJ,1654112379586.0,62e84ff10b93022bfa43cd3a
252,updated,2022-06-01T19:39:38.362Z,0068Z00001WitWzQAJ,0068Z00001WitWzQAJ,False,0018Z00002YgMsJQAV,False,Muze Marketing-,,Closed Won,2897.0,100.0,2897.0,2.0,2022-06-01,,,SS Landing Page,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-06-01T19:38:28.000+0000,0051U000000i0GWQAY,2022-06-01T19:39:38.000+0000,0051U000000i0GWQAY,2022-06-01T19:39:38.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WitWz,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001WitWzQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WitWzQAJ,1654112379727.0,62e84ff10b93022bfa43cd3b
253,created,2022-06-01T19:41:43.769Z,0068Z00001WitXiQAJ,0068Z00001WitXiQAJ,False,0018Z00002YgMsJQAV,False,Muze Marketing-,,Proposal/Price Quote,,75.0,,,2022-06-30,,,SS Landing Page,False,False,Pipeline,Pipeline,,False,,0051U000000i0GWQAY,2022-06-01T19:41:43.000+0000,0051U000007LKs0QAG,2022-06-01T19:41:43.000+0000,0051U000007LKs0QAG,2022-06-01T19:41:44.000+0000,2022-05-31,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WitXi,Presented,,0.0,,,,,,0068Z00001WitXiQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-29.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WitXiQAJ,1654112506579.0,62e84ff10b93022bfa43cd3c
254,created,2022-06-01T22:35:52.147Z,0068Z00001WiuDBQAZ,0068Z00001WiuDBQAZ,False,0018Z00002YcgfxQAB,False,"Avid Vines- Management of Purchasing, Sales & Inventory in QBO",,Proposal/Price Quote,,75.0,,,2022-06-15,,,,False,False,Pipeline,Pipeline,,False,,0051U000006prvDQAQ,2022-06-01T22:35:51.000+0000,0051U000006prvDQAQ,2022-06-01T22:35:51.000+0000,0051U000006prvDQAQ,2022-06-01T22:35:51.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiuDB,Presented,,0.0,,,0038Z00002od7vPQAQ,,,0068Z00001WiuDBQAZ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiuDBQAZ,1654122953035.0,62e84ff10b93022bfa43cd3d
255,updated,2022-05-26T19:14:11.471Z,0068Z00001WiVHkQAN,0068Z00001WiVHkQAN,False,0011U00001Tigr0QAB,False,Full Span Website Design,,Proposal/Price Quote,2494.0,75.0,1870.5,2.0,2022-06-09,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-05-26T19:12:42.000+0000,0051U000006prvDQAQ,2022-05-26T19:14:11.000+0000,0051U000006prvDQAQ,2022-05-26T19:14:11.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiVHk,Presented,,0.0,,,0031U00001Uds6OQAR,,,0068Z00001WiVHkQAN,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiVHkQAN,1653592452908.0,62e84ff10b93022bfa43cd0d
256,updated,2022-06-01T22:35:57.608Z,0068Z00001WiuDBQAZ,0068Z00001WiuDBQAZ,False,0018Z00002YcgfxQAB,False,"Avid Vines- Management of Purchasing, Sales & Inventory in QBO",,Proposal/Price Quote,,75.0,,,2022-06-15,,,,False,False,Pipeline,Pipeline,,False,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-06-01T22:35:51.000+0000,0051U000006prvDQAQ,2022-06-01T22:35:57.000+0000,0051U000006prvDQAQ,2022-06-01T22:35:57.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiuDB,Presented,,0.0,,,0038Z00002od7vPQAQ,,,0068Z00001WiuDBQAZ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiuDBQAZ,1654122958573.0,62e84ff10b93022bfa43cd3f
257,created,2022-05-26T19:12:43.170Z,0068Z00001WiVHkQAN,0068Z00001WiVHkQAN,False,0011U00001Tigr0QAB,False,Full Span Website Design,,Proposal/Price Quote,,75.0,,,2022-06-09,,,,False,False,Pipeline,Pipeline,,False,,0051U000006prvDQAQ,2022-05-26T19:12:42.000+0000,0051U000006prvDQAQ,2022-05-26T19:12:42.000+0000,0051U000006prvDQAQ,2022-05-26T19:12:42.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiVHk,Presented,,0.0,,,0031U00001Uds6OQAR,,,0068Z00001WiVHkQAN,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiVHkQAN,1653592363970.0,62e84ff10b93022bfa43cd0a
258,created,2022-06-02T18:24:59.547Z,0068Z00001WiyBtQAJ,0068Z00001WiyBtQAJ,False,0011U00001ZuXhqQAF,False,Chair One Fitness - Monthly Wix Edits,,Proposal/Price Quote,,75.0,,,2022-06-16,,,,False,False,Pipeline,Pipeline,,False,,0051U000008FR91QAG,2022-06-02T18:24:58.000+0000,0051U000008FR91QAG,2022-06-02T18:24:58.000+0000,0051U000008FR91QAG,2022-06-02T18:24:58.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiyBt,Presented,,0.0,,,0031U00001aBZ8PQAW,,,0068Z00001WiyBtQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiyBtQAJ,1654194301175.0,62e84ff10b93022bfa43cd41
259,updated,2022-06-02T18:25:14.948Z,0068Z00001WiyBtQAJ,0068Z00001WiyBtQAJ,False,0011U00001ZuXhqQAF,False,Chair One Fitness - Monthly Wix Edits,,Proposal/Price Quote,,75.0,,,2022-06-16,,,,False,False,Pipeline,Pipeline,,False,01s1U000000ZwxwQAC,0051U000008FR91QAG,2022-06-02T18:24:58.000+0000,0051U000008FR91QAG,2022-06-02T18:25:14.000+0000,0051U000008FR91QAG,2022-06-02T18:25:14.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiyBt,Presented,,0.0,,,0031U00001aBZ8PQAW,,,0068Z00001WiyBtQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiyBtQAJ,1654194315716.0,62e84ff10b93022bfa43cd42
260,updated,2022-06-02T18:28:06.055Z,0068Z00001WiyBtQAJ,0068Z00001WiyBtQAJ,False,0011U00001ZuXhqQAF,False,Chair One Fitness - Monthly Wix Edits,,Proposal/Price Quote,140.0,75.0,105.0,2.0,2022-06-16,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000008FR91QAG,2022-06-02T18:24:58.000+0000,0051U000008FR91QAG,2022-06-02T18:28:05.000+0000,0051U000008FR91QAG,2022-06-02T18:28:05.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiyBt,Presented,,0.0,,,0031U00001aBZ8PQAW,,,0068Z00001WiyBtQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiyBtQAJ,1654194487054.0,62e84ff10b93022bfa43cd43
261,updated,2022-06-02T18:28:06.057Z,0068Z00001WiyBtQAJ,0068Z00001WiyBtQAJ,False,0011U00001ZuXhqQAF,False,Chair One Fitness - Monthly Wix Edits,,Proposal/Price Quote,140.0,75.0,105.0,2.0,2022-06-16,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000008FR91QAG,2022-06-02T18:24:58.000+0000,0051U000008FR91QAG,2022-06-02T18:28:05.000+0000,0051U000008FR91QAG,2022-06-02T18:28:05.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiyBt,Presented,,0.0,,,0031U00001aBZ8PQAW,,,0068Z00001WiyBtQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiyBtQAJ,1654194487167.0,62e84ff10b93022bfa43cd44
262,created,2022-06-02T18:32:10.917Z,0068Z00001WiyEOQAZ,0068Z00001WiyEOQAZ,False,0011U00001ZuXhqQAF,False,Chair One Fitness - Website Hosting and Passive Management,,Proposal/Price Quote,,75.0,,,2022-06-16,,,,False,False,Pipeline,Pipeline,,False,,0051U000008FR91QAG,2022-06-02T18:32:10.000+0000,0051U000008FR91QAG,2022-06-02T18:32:10.000+0000,0051U000008FR91QAG,2022-06-02T18:32:10.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiyEO,Presented,,0.0,,,0031U00001aBZ8PQAW,,,0068Z00001WiyEOQAZ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiyEOQAZ,1654194732063.0,62e84ff10b93022bfa43cd45
263,created,2022-06-02T18:32:10.915Z,0068Z00001WiyEOQAZ,0068Z00001WiyEOQAZ,False,0011U00001ZuXhqQAF,False,Chair One Fitness - Website Hosting and Passive Management,,Proposal/Price Quote,,75.0,,,2022-06-16,,,,False,False,Pipeline,Pipeline,,False,,0051U000008FR91QAG,2022-06-02T18:32:10.000+0000,0051U000008FR91QAG,2022-06-02T18:32:10.000+0000,0051U000008FR91QAG,2022-06-02T18:32:10.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiyEO,Presented,,0.0,,,0031U00001aBZ8PQAW,,,0068Z00001WiyEOQAZ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiyEOQAZ,1654194732303.0,62e84ff10b93022bfa43cd46
264,updated,2022-06-02T18:32:18.180Z,0068Z00001WiyEOQAZ,0068Z00001WiyEOQAZ,False,0011U00001ZuXhqQAF,False,Chair One Fitness - Website Hosting and Passive Management,,Proposal/Price Quote,,75.0,,,2022-06-16,,,,False,False,Pipeline,Pipeline,,False,01s1U000000ZwxwQAC,0051U000008FR91QAG,2022-06-02T18:32:10.000+0000,0051U000008FR91QAG,2022-06-02T18:32:18.000+0000,0051U000008FR91QAG,2022-06-02T18:32:18.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiyEO,Presented,,0.0,,,0031U00001aBZ8PQAW,,,0068Z00001WiyEOQAZ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiyEOQAZ,1654194738946.0,62e84ff10b93022bfa43cd47
265,updated,2022-06-02T18:34:11.180Z,0068Z00001WiyEOQAZ,0068Z00001WiyEOQAZ,False,0011U00001ZuXhqQAF,False,Chair One Fitness - Website Hosting and Passive Management,,Proposal/Price Quote,250.0,75.0,187.5,4.0,2022-06-16,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000008FR91QAG,2022-06-02T18:32:10.000+0000,0051U000008FR91QAG,2022-06-02T18:34:11.000+0000,0051U000008FR91QAG,2022-06-02T18:34:11.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiyEO,Presented,,0.0,,,0031U00001aBZ8PQAW,,,0068Z00001WiyEOQAZ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiyEOQAZ,1654194853942.0,62e84ff10b93022bfa43cd48
266,updated,2022-06-02T18:34:11.177Z,0068Z00001WiyEOQAZ,0068Z00001WiyEOQAZ,False,0011U00001ZuXhqQAF,False,Chair One Fitness - Website Hosting and Passive Management,,Proposal/Price Quote,250.0,75.0,187.5,4.0,2022-06-16,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000008FR91QAG,2022-06-02T18:32:10.000+0000,0051U000008FR91QAG,2022-06-02T18:34:11.000+0000,0051U000008FR91QAG,2022-06-02T18:34:11.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WiyEO,Presented,,0.0,,,0031U00001aBZ8PQAW,,,0068Z00001WiyEOQAZ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WiyEOQAZ,1654194854140.0,62e84ff10b93022bfa43cd49
267,created,2022-06-03T16:00:07.856Z,0068Z00001Wj3isQAB,0068Z00001Wj3isQAB,False,0018Z00002Ye1yGQAR,False,Mindful Learning Houston- New Wordpress Website Design,,Proposal/Price Quote,,75.0,,,2022-06-17,,,,False,False,Pipeline,Pipeline,,False,,0051U000006prvDQAQ,2022-06-03T16:00:06.000+0000,0051U000006prvDQAQ,2022-06-03T16:00:06.000+0000,0051U000006prvDQAQ,2022-06-03T16:00:06.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001Wj3is,Presented,,0.0,,,0038Z00002qQQtGQAW,,,0068Z00001Wj3isQAB,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001Wj3isQAB,1654272009149.0,62e84ff10b93022bfa43cd4a
268,updated,2022-06-03T16:00:14.321Z,0068Z00001Wj3isQAB,0068Z00001Wj3isQAB,False,0018Z00002Ye1yGQAR,False,Mindful Learning Houston- New Wordpress Website Design,,Proposal/Price Quote,,75.0,,,2022-06-17,,,,False,False,Pipeline,Pipeline,,False,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-06-03T16:00:06.000+0000,0051U000006prvDQAQ,2022-06-03T16:00:14.000+0000,0051U000006prvDQAQ,2022-06-03T16:00:14.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001Wj3is,Presented,,0.0,,,0038Z00002qQQtGQAW,,,0068Z00001Wj3isQAB,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001Wj3isQAB,1654272015302.0,62e84ff10b93022bfa43cd4b
